"clip1_id"	"clip2_id"	"clip3_id"	"clip1_numvotes"	"clip2_numvotes"	"clip3_numvotes"	"clip1_mp3_path"	"clip2_mp3_path"	"clip3_mp3_path"
"15856"	"42746"	"528"	"2"	"1"	"1"	"a/jade_leary-and_come_the_sirens-03-tropics-88-117.mp3"	"0/apa_ya-apa_ya-10-funky_funky-88-117.mp3"	"8/mercy_machine-mercy_machine-01-bastard-30-59.mp3"
"58513"	"20219"	"14212"	"1"	"1"	"0"	"b/janine_johnson-bach_goldberg_variations-29-variatio_28_a_2_clav-0-29.mp3"	"e/touchinggrace-submission-04-sunday_driver-88-117.mp3"	"d/tim_rayborn-chordae-03-o_suavis-697-726.mp3"
"3477"	"26214"	"12908"	"0"	"2"	"1"	"2/ensemble_sreteniye___three_holies_church_choristers-dont_cry_rachael-01-psalm_128_at_the_time_of_wedding_byzantine_chant-30-59.mp3"	"1/etherine-24_days-06-burn_down_the_pleasure-146-175.mp3"	"5/rapoon-fallen_gods-03-fallen_gods-523-552.mp3"
"53857"	"44180"	"18594"	"1"	"26"	"2"	"d/daniel_ben_pienaar-book_2_cd1_welltempered_clavier-16-prelude_and_fugue_no__8_in_dsharp_minor_bwv_877_fuga-88-117.mp3"	"1/william_brooks-karma_dogs-10-slacker_blues-204-233.mp3"	"e/justin_bianco-forge-04-mischief-0-29.mp3"
"29958"	"13748"	"28479"	"18"	"8"	"16"	"d/paul_avgerinos-words_touch-06-weightless_you_are-610-639.mp3"	"f/magnatune-relaxation_spa-03-march_thirtyone_falling_you-204-233.mp3"	"a/liquid_zen-magic_midsummer-06-por_tus_ojos-88-117.mp3"
"33882"	"57076"	"9150"	"0"	"1"	"3"	"b/paul_beier-alessandro_piccinini-07-toccata_xvii-30-59.mp3"	"d/daniel_ben_pienaar-book_2_cd1_welltempered_clavier-22-prelude_and_fugue_no__11_in_f_major_bwv_880_fuga-59-88.mp3"	"a/bjorn_fogelberg-karooshi_porn-02-quite_derivative-175-204.mp3"
"34190"	"8580"	"49580"	"7"	"3"	"9"	"a/bjorn_fogelberg-karooshi_porn-07-wave-117-146.mp3"	"4/dac_crowell-spctr-02-northeastern_corridor-610-639.mp3"	"b/dj_cary-power_synths-13-atom__instrumental_mix_trancevision-30-59.mp3"
"32218"	"9899"	"10775"	"35"	"46"	"67"	"8/tim_rayborn-veils_of_light-07-maaz_zami-30-59.mp3"	"5/edward_martin_and_paul_berget-baroque_lute_duets-02-sonata_in_c_major_weiss__allegro_1_and_2-204-233.mp3"	"7/dac_crowell-the_sea_and_the_sky-02-umi_no_kami_ni_kansha-1480-1509.mp3"
"43201"	"52271"	"36572"	"22"	"30"	"28"	"a/bjorn_fogelberg-karooshi_porn-10-low_level_format-0-29.mp3"	"1/etherine-24_days-14-what_if_it_happened_somewhere_else-59-88.mp3"	"e/yongen-moonrise-08-nylon_heart-117-146.mp3"
"39653"	"50052"	"41805"	"8"	"6"	"2"	"6/dj_markitos-slower_emotions138_bpm_remixes-09-inside_your_dreams_138_bpm_remix-146-175.mp3"	"6/tom_paul-i_was_king-13-i_wish_the_world_was_flat-59-88.mp3"	"0/rocket_city_riot-last_of_the_pleasure_seekers-10-in_my_bones-30-59.mp3"
"30745"	"28431"	"2816"	"11"	"2"	"9"	"3/spinecar-autophile-07-cant_sleep-0-29.mp3"	"5/four_stones_net-ridin_the_faders-06-part_6-88-117.mp3"	"f/memories_of_tomorrow-waiting_for_dawn-01-memories_of_tomorrow-291-320.mp3"
"15538"	"40035"	"55703"	"11"	"2"	"7"	"5/processor-are_you_for_real-03-technojorgen-117-146.mp3"	"a/jade_leary-the_lost_art_of_human_kindness-09-meaner_than_winter-146-175.mp3"	"a/edward_martin_and_william_bastian-virtues_and_vices-19-eau_vive_source_damour_jacues_mauduit-175-204.mp3"
"42271"	"3551"	"17701"	"2"	"0"	"0"	"9/the_strap_ons-geeking_crime-10-chucky_got_lucky-30-59.mp3"	"1/the_rajdhani_quartet-the_gandhi_memorial_concert-01-raga_hansa_kalyani-610-639.mp3"	"5/satori-for_relaxation-04-forest_surround-117-146.mp3"
"49025"	"21576"	"34893"	"1"	"8"	"1"	"2/vito_paternoster-cd2bach_cello_suites-12-suite_iv_in_mi_bemolle_maggiore__gigue-88-117.mp3"	"3/mandrake_root-the_seventh_mirror-05-build_o_burn-30-59.mp3"	"c/o_fickle_fortune-a_celebration_of_robert_burns-08-bonie_wee_thing-0-29.mp3"
"19314"	"8003"	"42101"	"2"	"1"	"0"	"3/etherfysh-box_of_fysh-04-rama-0-29.mp3"	"2/solace-ahsas-02-khatar_dawr_hindi_78-30-59.mp3"	"b/altri_stromenti-uccellini-10-beatus_uccellini-59-88.mp3"
"28431"	"48816"	"32254"	"1"	"1"	"2"	"5/four_stones_net-ridin_the_faders-06-part_6-88-117.mp3"	"9/the_seldon_plan-making_circles-12-samuel_p__huntington-175-204.mp3"	"e/briddes_roune-lenten_is_come-07-man_mai_longe_lives_weene-59-88.mp3"
"53779"	"13138"	"2848"	"48"	"17"	"12"	"b/la_primavera-english_renaissance_music-16-martin_said_to_his_man_anon-59-88.mp3"	"b/electric_frankenstein-dead_and_back-03-good_for_nothing-88-117.mp3"	"4/norine_braun-modern_anguish-01-modern_anguish-204-233.mp3"
"11904"	"31108"	"9312"	"3"	"7"	"5"	"d/belief_systems-eproms-03-boiling-175-204.mp3"	"5/human_response-survival-07-distance-262-291.mp3"	"5/sitar-first_congregational_church_concert-02-raga_patdeep__gat__jay_kishor-1277-1306.mp3"
"2486"	"4071"	"56693"	"6"	"14"	"20"	"9/etherine-gleam-01-lost-262-291.mp3"	"3/dj_cary-downtempo_chill-01-ruff_and_tumble_mr_epic-233-262.mp3"	"9/american_baroque-dances_and_suites_of_rameau_and_couperin-21-les_fauvetes_plaintives_xiveme_ordre_couperin-146-175.mp3"
"23780"	"11633"	"3914"	"1"	"0"	"1"	"e/yongen-moonrise-05-one-204-233.mp3"	"0/apa_ya-apa_ya-03-antare_e_dhu-175-204.mp3"	"5/sitar-first_congregational_church_concert-01-raga_patdeep__alap__jay_kishor-1509-1538.mp3"
"52830"	"5259"	"22715"	"1"	"0"	"1"	"d/sarasa_ensemble_labelle_sylvan-bach_cantatas-15-liebster_jesu_mein_veriangen_aria-146-175.mp3"	"b/ehren_starks-the_depths_of_a_year-01-the_tale_of_room_620-30-59.mp3"	"5/domased-selection-05-highway_accident-146-175.mp3"
"47279"	"42679"	"5464"	"2"	"3"	"4"	"f/glen_bledsoe-octopants-11-und_so_weiter_i-0-29.mp3"	"8/cargo_cult-vibrant-10-fifth-59-88.mp3"	"a/bjorn_fogelberg-karooshi_porn-01-trioxidation-0-29.mp3"
"41134"	"39938"	"158"	"0"	"1"	"1"	"b/ehren_starks-the_depths_of_a_year-09-subtle_groove-30-59.mp3"	"8/magnatune-red_hat_summit_compilation-09-lizzi__lay_down-117-146.mp3"	"5/new_york_consort_of_viols-dances_and_canzonas_of_holborne_and_brade-01-3_almaines_holborne-610-639.mp3"
"25176"	"10426"	"33454"	"2"	"1"	"1"	"6/dr_kuch-analog_disease-05-the_persuaders_dub-117-146.mp3"	"4/paul_avgerinos-sky_of_grace-02-the_calling-117-146.mp3"	"a/falling_you-human-07-starshine-378-407.mp3"
"28835"	"13286"	"17708"	"2"	"0"	"0"	"9/self_delusion-happiness_hurts_me-06-secret_life-175-204.mp3"	"3/sherefe-opium-03-huzam_kamelieriko-59-88.mp3"	"1/jeff_wahl-guinevere-04-freedom-30-59.mp3"
"10900"	"51861"	"49373"	"6"	"1"	"0"	"5/paul_beier-simone_molinaro-02-ung_gaij_bergier__canzone_francese_a_quattro_di_thomas_crequillon-146-175.mp3"	"7/jeni_melia-the_last_of_old_england-14-she_moved_through_the_fair_trad-117-146.mp3"	"e/briddes_roune-lenten_is_come-12-worldes_blis-88-117.mp3"
"26678"	"21897"	"19853"	"0"	"0"	"2"	"e/hans_christian-phantoms-06-desperado-204-233.mp3"	"6/curandero-curandero-05-corriendo_juntos-117-146.mp3"	"1/phebe_craig_and_katherine_westine-beside_themselves-04-soler_conceierto_ii_in_a_minor_andante-175-204.mp3"
"20042"	"1973"	"24908"	"22"	"110"	"21"	"3/les_filles_de_sainte_colombe-german_music_for_viols_and_harpsichord-04-sonata_xi_in_g_major_schenck-291-320.mp3"	"7/paul_avgerinos-phos_hilaron-01-humbly_i_adore_thee-465-494.mp3"	"2/vito_paternoster-cd2bach_cello_suites-05-suite_iii_in_do_maggiore__bourree_i_e_ii-88-117.mp3"
"50057"	"18157"	"44551"	"11"	"8"	"1"	"6/tom_paul-i_was_king-13-i_wish_the_world_was_flat-204-233.mp3"	"6/mercy_machine-in_your_bed-04-invisible-146-175.mp3"	"a/jade_leary-the_lost_art_of_human_kindness-10-the_lost_art_of_human_kindness-233-262.mp3"
"18157"	"50057"	"44551"	"6"	"8"	"4"	"6/mercy_machine-in_your_bed-04-invisible-146-175.mp3"	"6/tom_paul-i_was_king-13-i_wish_the_world_was_flat-204-233.mp3"	"a/jade_leary-the_lost_art_of_human_kindness-10-the_lost_art_of_human_kindness-233-262.mp3"
"35229"	"8767"	"45934"	"0"	"0"	"2"	"4/american_bach_soloists-j_s__bach__mass_in_b_minor_cd1-08-domine_deus-175-204.mp3"	"b/satori-journey_to_other_worlds-02-other_worlds-1422-1451.mp3"	"e/magnatune_compilation-high_energy_rock_and_roll-11-jackalopes_frankenstein_girl-0-29.mp3"
"33478"	"43612"	"15969"	"1"	"1"	"0"	"5/stargarden-step_off-07-step_out_to_the_stars-581-610.mp3"	"8/stargarden-music_for_modern_listening-10-p5_mon_amour-175-204.mp3"	"1/zilla-egg-03-velvet_periscope-233-262.mp3"
"47739"	"55783"	"36335"	"2"	"35"	"6"	"b/magnatune_compilation-rock-12-cargo_cult_our_song-30-59.mp3"	"9/american_baroque-dances_and_suites_of_rameau_and_couperin-19-le_rossignol_en_amour_xiveme_ordre_couperin-0-29.mp3"	"7/roots_of_rebellion-the_looking_glass-08-messenger-175-204.mp3"
"38419"	"58376"	"21451"	"3"	"1"	"2"	"e/burning_babylon-stereo_mash_up-09-1500_tons-0-29.mp3"	"c/magnatune-classical-28-jan_lathamkoenig_franck_psyche_enlevee_par_les_zephirs-146-175.mp3"	"b/rob_costlow-sophomore_jinx-05-bliss-59-88.mp3"
"21321"	"44532"	"39220"	"0"	"0"	"2"	"e/hans_christian-phantoms-05-atlantis-59-88.mp3"	"6/falik-streaks_and_strokes-10-the_last_faery-0-29.mp3"	"8/beth_quist-lucidity-09-ferte_preza_na_prezarro-146-175.mp3"
"4847"	"10846"	"32069"	"2"	"26"	"5"	"8/hybris-the_first_words-01-squalid_rooms-59-88.mp3"	"5/thursday_group-uncle_mean-02-uncle_mean-233-262.mp3"	"2/mrdc-timecode-07-leaving-88-117.mp3"
"24295"	"22528"	"31104"	"2"	"1"	"0"	"9/the_kokoon-berlin-05-scout-117-146.mp3"	"6/philharmonia_baroque-rameau_and_leclair-05-gavottes__air_pour_les_pagodes__contredanse_en_roundeau_rameau_les_paladins-88-117.mp3"	"5/human_response-survival-07-distance-146-175.mp3"
"10900"	"49373"	"51861"	"3"	"2"	"0"	"5/paul_beier-simone_molinaro-02-ung_gaij_bergier__canzone_francese_a_quattro_di_thomas_crequillon-146-175.mp3"	"e/briddes_roune-lenten_is_come-12-worldes_blis-88-117.mp3"	"7/jeni_melia-the_last_of_old_england-14-she_moved_through_the_fair_trad-117-146.mp3"
"28315"	"5002"	"55324"	"0"	"3"	"6"	"f/norine_braun-and_the_mood_swings-06-one_breath-146-175.mp3"	"4/dj_markitos-evolution_of_the_mind-01-sunset_endless_night_journey_remix-30-59.mp3"	"f/philharmonia_baroque_orchestra-handel__atalanta_cd2-18-recitativo_lo_vo_morir___gia_corro___-0-29.mp3"
"11535"	"10387"	"34308"	"1"	"1"	"1"	"8/beth_quist-lucidity-03-american_giver-0-29.mp3"	"f/hans_christian-surrender-02-tears_for_ma-262-291.mp3"	"4/seismic_anamoly-sweet_rock_candy-07-wreckinball-436-465.mp3"
"4857"	"2057"	"1770"	"0"	"2"	"0"	"e/mountain_mirrors-mountain_mirrors-01-stay_evil-59-88.mp3"	"f/thursday_group-first_album-01-innocent_murmur-146-175.mp3"	"8/sun_palace-give_me_a_perfect_world-01-give_me_a_perfect_world-59-88.mp3"
"19601"	"37546"	"8952"	"1"	"0"	"0"	"9/suzanne_teng-enchanted_wind-04-septembers_angels-262-291.mp3"	"5/dj_markitos-unreachable_destiny-08-strange_sensations-59-88.mp3"	"0/the_bots-truth-02-power_and_domination-30-59.mp3"
"56581"	"37228"	"18853"	"7"	"12"	"3"	"0/ensemble_vermillian-stolen_jewels-21-buxtehude_sonata_iii_op__i_prestoadagio-59-88.mp3"	"a/yongen-yello_haus-08-shackles_of_gold-175-204.mp3"	"0/william_brooks-bitter_circus-04-ole_soledad-0-29.mp3"
"44579"	"23901"	"4333"	"0"	"0"	"1"	"e/john_jackson-bad_things_happen_all_the_time-10-through_the_glass-30-59.mp3"	"5/thursday_group-uncle_mean-05-pelican_fan-349-378.mp3"	"2/magnatune_remixed-ridin_the_faders_2-01-shining_star_games_az_egan_csillag_lenni__fourstones-30-59.mp3"
"27702"	"10388"	"37832"	"2"	"0"	"0"	"5/ralph_rousseau_meulenbroeks-moved_by_marais-06-le_folies_despagnes_le_deuxieme_livre_de_pieces_de_viole_1701-639-668.mp3"	"f/hans_christian-surrender-02-tears_for_ma-291-320.mp3"	"f/memories_of_tomorrow-waiting_for_dawn-08-the_games_you_play_trance_mix-30-59.mp3"
"36147"	"50477"	"15309"	"0"	"2"	"0"	"7/artemis-gravity-08-la_belle-88-117.mp3"	"0/american_bach_soloists-j_s__bach__transcriptions_of_italian_music-13-psalm_51_tilge_hochster_meine_sunden_x_andante_verses_11_through_15-291-320.mp3"	"b/belief_systems-eponyms-03-starbase_lounge_music-146-175.mp3"
"1964"	"8159"	"4605"	"1"	"0"	"1"	"7/paul_avgerinos-phos_hilaron-01-humbly_i_adore_thee-204-233.mp3"	"0/jag-juke_joint_boogie-02-lay_down_your_plow-0-29.mp3"	"1/tanya_tomkins_and_eric_zivian-beethoven_piano_and_cello_works-01-sonata_in_g_minor_op__5_no__2_adagio___allegro-204-233.mp3"
"45459"	"15092"	"44652"	"4"	"5"	"22"	"e/joram-moments_of_clarity-11-diemos-146-175.mp3"	"2/version-versions-03-solaire-320-349.mp3"	"c/telemann_trio_berlin-telemann_trio_berlin-10-triosonate_in_ddur__allegro_c_p__bach-233-262.mp3"
"24525"	"58630"	"9935"	"13"	"3"	"2"	"9/arthur_yoria-ill_be_here_awake-05-sleep_is_on_the_way-117-146.mp3"	"b/janine_johnson-bach_goldberg_variations-31-variatio_30_a_1_clav_quodlibet-30-59.mp3"	"4/seth_carlin-schubert__works_for_solo_fortepiano-02-sonata_in_eflat_major_opus_posth__122__andante_molto-0-29.mp3"
"46909"	"48220"	"649"	"15"	"73"	"22"	"1/solace-the_gathering_season-11-sudan-146-175.mp3"	"f/strojovna_07-switch_on__switch_off-12-jala__jala-204-233.mp3"	"c/jay_kishor-the_payans_concert-01-bhimpalasi-1770-1799.mp3"
"9069"	"8394"	"19206"	"1"	"1"	"1"	"a/ensemble_sreteniye-ancient_church_singing_of_byzantine_georgia_and_rus-02-psalm_146_and_o_thou_the_only_begotten_son-59-88.mp3"	"9/various_artists-the_2007_magnatune_records_sampler-02-moonrise_yongen-59-88.mp3"	"3/mandrake_root-the_seventh_mirror-04-put_your_money_where_your_mouth_is-0-29.mp3"
"5881"	"45936"	"227"	"0"	"1"	"0"	"9/american_bach_soloists-heinrich_schutz__musicalische_exequien-02-musicalische_exequien_swv_280_teil_ii_motette_herr_wenn_ich_nur_dich_habe-59-88.mp3"	"e/magnatune_compilation-high_energy_rock_and_roll-11-jackalopes_frankenstein_girl-59-88.mp3"	"9/the_wretch-ambulatory-01-admission-30-59.mp3"
"20536"	"46254"	"9938"	"1"	"0"	"0"	"e/magnatune_com-magnatune_at_the_cc_salon-04-tranquilo_curandero-146-175.mp3"	"f/kyiv_chamber_choir-masterpieces_of_the_ukrainian_choral_baroque-11-o_lord_thou_are_my_only_hope-378-407.mp3"	"4/seth_carlin-schubert__works_for_solo_fortepiano-02-sonata_in_eflat_major_opus_posth__122__andante_molto-88-117.mp3"
"46254"	"20536"	"9938"	"0"	"2"	"0"	"f/kyiv_chamber_choir-masterpieces_of_the_ukrainian_choral_baroque-11-o_lord_thou_are_my_only_hope-378-407.mp3"	"e/magnatune_com-magnatune_at_the_cc_salon-04-tranquilo_curandero-146-175.mp3"	"4/seth_carlin-schubert__works_for_solo_fortepiano-02-sonata_in_eflat_major_opus_posth__122__andante_molto-88-117.mp3"
"55246"	"27468"	"56867"	"1"	"3"	"1"	"3/jacob_heringman-siena_lute_book-18-la_volunte_sandrin-117-146.mp3"	"2/magnatune_compilation-electronica-06-indidginus_dusty_lands-262-291.mp3"	"b/janine_johnson-bach_goldberg_variations-21-variatio_20_a_2_clav-88-117.mp3"
"8666"	"45584"	"5511"	"2"	"0"	"0"	"d/drevo-christian_themes_in_ukrainian_folk_songs-02-oh_uncle_in_your_yard-146-175.mp3"	"0/rocket_city_riot-middle_age_suicide-11-everyday_like_saturday_bonus_track-30-59.mp3"	"3/emmas_mini-beat_generation_mad_trick-01-unknown-146-175.mp3"
"41781"	"45713"	"25493"	"5"	"22"	"2"	"7/monoide-zeitpunkt-09-zeitpunkt-204-233.mp3"	"7/beight-file_in_rhythm-11-ghostly_feeling-88-117.mp3"	"6/drop_trio-cezanne-05-wreck_of_the_zephyr-407-436.mp3"
"35493"	"27453"	"44191"	"5"	"15"	"1"	"d/beth_quist-shall_we_dance-08-finale-320-349.mp3"	"7/artemis-gravity-06-inception-146-175.mp3"	"5/stargarden-the_art_of_analog_diversion-10-smooth-88-117.mp3"
"49311"	"21556"	"49514"	"1"	"0"	"0"	"a/janine_johnson-chopin_recital-12-valse_brilliante_op_18_in_eb_major-146-175.mp3"	"a/james_edwards-le_tresor_dorphee_by_antoine_francisque-05-branle_simple_a_cordes_avalees_troisiesme-30-59.mp3"	"1/tim_rayborn-qadim-13-amniat__robab_afghan-59-88.mp3"
"43509"	"19374"	"5396"	"11"	"7"	"11"	"7/claire_fitch-ambiencellist_part_ii-10-oceanic_memories-0-29.mp3"	"3/dj_cary-downtempo_chill-04-reentry_cargo_cult-117-146.mp3"	"7/jag-cypress_grove_blues-01-train_train-59-88.mp3"
"20288"	"37692"	"8922"	"2"	"2"	"4"	"9/introspekt-ideology-04-tbd-262-291.mp3"	"7/solace-rhythm_of_the_dance-08-sword_dance_routine-204-233.mp3"	"f/lisa_debenedictis-fruitless-02-planet_you-88-117.mp3"
"58843"	"8725"	"37140"	"0"	"2"	"0"	"8/jacob_heringman-blame_not_my_lute-49-grene_sleves-0-29.mp3"	"b/satori-journey_to_other_worlds-02-other_worlds-204-233.mp3"	"0/american_bach_soloists-joseph_haydn__masses-08-sanctus__adagio__allegro-117-146.mp3"
"38721"	"45114"	"7927"	"0"	"0"	"3"	"6/sand_craig_and_dornenburg-biber_violin_sonatas-09-biber_rosary_sonata_14_in_d_major_the_assumption_of_mary-204-233.mp3"	"4/jami_sieber-hidden_sky-11-arms_of_the_mother-117-146.mp3"	"5/arthur_yoria-of_the_lovely-02-just_like_you-88-117.mp3"
"49441"	"41854"	"12336"	"1"	"1"	"0"	"f/the_headroom_project-jetuton_andawai-13-rainmaker-59-88.mp3"	"1/zilla-egg-10-a_bakers_dozen-30-59.mp3"	"c/domased-new_memories-03-crazy_days-291-320.mp3"
"15755"	"40200"	"27167"	"0"	"1"	"1"	"2/ensemble_sreteniye___three_holies_church_choristers-dont_cry_rachael-03-to_thee_o_theotokos_bulgarian_chant-349-378.mp3"	"f/memories_of_tomorrow-waiting_for_dawn-09-not_like_this-262-291.mp3"	"a/jade_leary-and_come_the_sirens-06-forgotten-117-146.mp3"
"46456"	"37064"	"27316"	"6"	"18"	"5"	"0/beth_quist-silver-11-planet-291-320.mp3"	"1/tim_rayborn-ashek-08-ravan-639-668.mp3"	"a/mr_gelatine-electroluv-06-hiphop110-30-59.mp3"
"17881"	"41492"	"45650"	"0"	"1"	"2"	"0/beth_quist-silver-04-grace-204-233.mp3"	"6/jeni_melia-the_lost_art_of_wooing-09-toccata_no_6_in_f_major_hieronymus_kapsberger-88-117.mp3"	"e/solace-balance-11-feitian-175-204.mp3"
"18135"	"34876"	"10696"	"1"	"0"	"1"	"6/mercy_machine-in_your_bed__instrumental_mix-04-invisible_instrumental_mix-117-146.mp3"	"4/monks_and_choirs_of_kiev_pechersk_lavra-chants_of_the_russian_orthodox_church-08-bless_is_the_man_authentic_kiev_chant-88-117.mp3"	"c/telemann_trio_berlin-telemann_trio_berlin-02-triosonate_fur_flute_violine_und_basso__allegro_telemann-0-29.mp3"
"34360"	"46312"	"6826"	"0"	"0"	"1"	"6/ralph_meulenbroeks-gambomania-08-cors_de_chasse_in_d_major_louis_de_caix_dhervelois-117-146.mp3"	"a/ensemble_sreteniye-ancient_church_singing_of_byzantine_georgia_and_rus-11-o_theotokos_the_virgin_rejoice_ave_maria-1451-1480.mp3"	"f/strojovna_07-switch_on__switch_off-02-deluxe-175-204.mp3"
"36438"	"1802"	"55144"	"0"	"0"	"1"	"5/arthur_yoria-of_the_lovely-08-my_best_routines-88-117.mp3"	"f/jackalopes-jacksploitation-01-good_clean_fun_laundromat-30-59.mp3"	"1/jacob_heringman-holburns_passion-18-fantasia_lute-0-29.mp3"
"2968"	"33712"	"27443"	"0"	"0"	"2"	"d/paul_avgerinos-balancing_spheres-01-night_illusions__the_longing-610-639.mp3"	"9/cheryl_ann_fulton-the_airs_of_wales-07-the_dimpled_cheek-0-29.mp3"	"5/mr_epic-sideways-06-in-59-88.mp3"
"36696"	"14385"	"32403"	"14"	"14"	"6"	"7/paul_avgerinos-phos_hilaron-08-oneness-204-233.mp3"	"3/very_large_array-stuff-03-perfect_place-88-117.mp3"	"7/falik-elvolution-07-my_beloved-233-262.mp3"
"3858"	"45324"	"13497"	"17"	"16"	"5"	"9/sitar-cd1_the_sowebo_concert-01-raga_maru_bihag_alapjay_kishor-2089-2118.mp3"	"5/burnshee_thornside-rock_this_moon-11-city_girls-30-59.mp3"	"6/electric_frankenstein-conquers_the_world-03-just_like_your_mom-0-29.mp3"
"15538"	"55703"	"40035"	"10"	"3"	"3"	"5/processor-are_you_for_real-03-technojorgen-117-146.mp3"	"a/edward_martin_and_william_bastian-virtues_and_vices-19-eau_vive_source_damour_jacues_mauduit-175-204.mp3"	"a/jade_leary-the_lost_art_of_human_kindness-09-meaner_than_winter-146-175.mp3"
"10850"	"36664"	"12896"	"1"	"2"	"0"	"7/shane_jackman-equilibrium-02-uncommon_eloquence-0-29.mp3"	"8/mediva-viva_mediva-08-ondas_da_mar_codax-175-204.mp3"	"5/rapoon-fallen_gods-03-fallen_gods-175-204.mp3"
"41473"	"10497"	"25993"	"1"	"0"	"1"	"b/suzanne_teng-miles_beyond-09-tiens_lullaby-262-291.mp3"	"5/cheryl_ann_fulton-the_once_and_future_harp-02-the_poet-349-378.mp3"	"8/kenji_williams-worldspirit_soundtrack-06-aura-0-29.mp3"
"50678"	"43820"	"28144"	"8"	"10"	"9"	"c/vito_paternoster-cd1bach_sonatas_and_partitas_for_solo_violin-13-sonata_seconda_in_re_minore__grave-204-233.mp3"	"6/grayson_wray-picassos_dream-10-pure_delight-117-146.mp3"	"d/paul_avgerinos-maya__the_great_katun-06-night_of_the_goddess_part_2-378-407.mp3"
"40744"	"50268"	"21948"	"1"	"0"	"1"	"f/ivilion-sartinal-09-sartinal_iii-291-320.mp3"	"9/junghae_kim-the_virginalists-13-my_ladye_nevells_ground_william_byrd-291-320.mp3"	"b/ehren_starks-the_depths_of_a_year-05-dads_song-175-204.mp3"
"19314"	"42101"	"8003"	"1"	"0"	"0"	"3/etherfysh-box_of_fysh-04-rama-0-29.mp3"	"b/altri_stromenti-uccellini-10-beatus_uccellini-59-88.mp3"	"2/solace-ahsas-02-khatar_dawr_hindi_78-30-59.mp3"
"44142"	"50101"	"30302"	"0"	"0"	"2"	"c/mountain_mirrors-lunar_ecstasy-10-sidewinder-0-29.mp3"	"4/justin_bianco-siren-13-incantation-0-29.mp3"	"3/sherefe-opium-07-alf_leyla_wa_leyla-88-117.mp3"
"37696"	"17012"	"29056"	"16"	"3"	"4"	"7/solace-rhythm_of_the_dance-08-sword_dance_routine-320-349.mp3"	"1/ambient_teknology-phoenix-04-cloud_maker-465-494.mp3"	"6/falik-streaks_and_strokes-06-son_of_sand_flea-291-320.mp3"
"37795"	"11263"	"13068"	"7"	"41"	"29"	"8/hybris-the_first_words-08-the_choice_i_never_had-117-146.mp3"	"0/american_bach_soloists-j_s__bach__cantatas_volume_v-03-gleichwie_der_regen_und_schnee_vom_himmel_fallt_bwv_18_iii_recitative_and_litany__mein_gott_hier_wird_mein_herze_sein-59-88.mp3"	"b/dj_cary-power_synths-03-from_love_2_wicked_allstars-204-233.mp3"
"8688"	"19207"	"2086"	"4"	"2"	"24"	"3/mandrake_root-the_seventh_mirror-02-one_in_a_million-88-117.mp3"	"3/mandrake_root-the_seventh_mirror-04-put_your_money_where_your_mouth_is-30-59.mp3"	"c/dj_markitos-inside_your_dreams-01-interplanetary_travel-233-262.mp3"
"8426"	"58323"	"26605"	"1"	"0"	"1"	"1/dac_crowell-sferica-02-murata-697-726.mp3"	"b/jacob_heringman-jane_pickeringes_lute_book-28-a_fantasia-88-117.mp3"	"3/kitka-the_vine-06-de_szeretnek_az_egen_csillag_lenni_hungary-146-175.mp3"
"23903"	"33304"	"38465"	"0"	"2"	"0"	"5/thursday_group-uncle_mean-05-pelican_fan-407-436.mp3"	"4/seth_carlin-schubert__works_for_solo_fortepiano-07-sonata_in_a_major_opus_posth__120__allegro-320-349.mp3"	"1/ambient_teknology-phoenix-09-afterburner-146-175.mp3"
"813"	"12655"	"175"	"0"	"0"	"2"	"9/wicked_boy-chemistry-01-buy_my_pullovers-30-59.mp3"	"6/tom_paul-i_was_king-03-drops_that_hit_the_sand-204-233.mp3"	"e/burning_babylon-stereo_mash_up-01-7_nine_skank-0-29.mp3"
"57076"	"33882"	"9150"	"0"	"0"	"2"	"d/daniel_ben_pienaar-book_2_cd1_welltempered_clavier-22-prelude_and_fugue_no__11_in_f_major_bwv_880_fuga-59-88.mp3"	"b/paul_beier-alessandro_piccinini-07-toccata_xvii-30-59.mp3"	"a/bjorn_fogelberg-karooshi_porn-02-quite_derivative-175-204.mp3"
"28431"	"32254"	"48816"	"1"	"2"	"0"	"5/four_stones_net-ridin_the_faders-06-part_6-88-117.mp3"	"e/briddes_roune-lenten_is_come-07-man_mai_longe_lives_weene-59-88.mp3"	"9/the_seldon_plan-making_circles-12-samuel_p__huntington-175-204.mp3"
"29530"	"27885"	"40631"	"9"	"36"	"8"	"a/edward_martin_and_william_bastian-virtues_and_vices-06-tant_que_vivray_claudin_de_semisy-0-29.mp3"	"5/mrdc-plethora-06-lostcode-262-291.mp3"	"4/paul_berget-the_siena_manuscript_on_renaissance_lute-09-recercar_9-0-29.mp3"
"32332"	"10810"	"34856"	"2"	"2"	"7"	"f/tilopa-turkishauch-07-meifrui_ii-320-349.mp3"	"7/dac_crowell-the_sea_and_the_sky-02-umi_no_kami_ni_kansha-2495-2524.mp3"	"b/magnatune_compilation-rock-08-beth_quist_monsters-59-88.mp3"
"36438"	"55144"	"1802"	"4"	"34"	"7"	"5/arthur_yoria-of_the_lovely-08-my_best_routines-88-117.mp3"	"1/jacob_heringman-holburns_passion-18-fantasia_lute-0-29.mp3"	"f/jackalopes-jacksploitation-01-good_clean_fun_laundromat-30-59.mp3"
